5.88	0.531	S708
5.88	0.633	S695
5.88	0.633	H59342
5.88	0.361	B058
5.884	0.544	S8051
5.884	0.578	S1657
5.884	0.447	S1469
5.884	0.982	HUCD90
5.884	0.396	NGC_4278_GC_61
5.888	0.342	NGC_4278_GC_131
5.892	2.894	And_XXI
5.892	0.21	B124
5.892	0.103	NGC_4278_GC_109
5.896	0.239	NGC_4278_GC_222
5.896	1.375	S682
5.896	0.255	S1101
5.896	0.723	C31
5.896	1.134	C28
5.9	0.095	NGC_3115_A13
5.9	0.398	S5012
5.904	0.398	S8056
5.904	0.301	S1457
5.904	1.061	HUCD94
5.904	0.556	HGHH92-C36
5.904	0.67	NGC_4278_GC_262
5.908	0.419	NGC_4278_GC_64
5.908	0.505	S679
5.912	0.38	S1431
5.912	0.447	S5066
5.912	0.354	NGC_4278_GC_43
5.916	0.531	S878
5.916	0.462	S415
5.92	0.613	H43155
5.92	0.56	NGC_4278_GC_212
5.924	0.431	H63738
5.924	0.477	S5064
5.932	2.521	And_III
5.932	0.431	S787
5.932	0.415	S5071
5.932	0.322	S290
5.936	0.477	S8054
5.936	0.477	S680
5.936	0.602	S5020
5.936	0.672	S1565
5.936	1.061	HUCD99
5.94	0.531	S58
5.94	0.653	S1530
5.944	0.556	S571
5.944	0.531	S5058
5.948	0.362	S946
5.948	0.672	S300
5.948	0.477	S1481
5.948	0.301	S1074
5.952	0.491	S807
5.952	0.443	NGC_4278_GC_59
5.956	0.415	H55453
5.96	0.699	S491
5.96	0.643	H50354
5.96	0.602	H30044
5.964	0.681	S537
5.964	0.387	NGC_4278_GC_86
5.968	1.083	HCH99-16
5.972	0.342	NGC_2808
5.972	0.839	HGHH92-C29
5.972	0.73	acs071
5.976	0.415	S829
5.976	0.748	S418
5.976	0.345	NGC_4278_GC_66
5.976	0.922	NGC_4278_GC_60
5.976	0.332	NGC_4278_GC_5
5.976	0.58	HGHH92-C22
5.98	0.613	S849
5.98	0.491	S8002
5.98	0.568	S789
5.98	0.544	S7019
5.98	0.778	H48056
5.98	0.531	H41562
5.984	0.477	S1382
5.984	1.476	S1201
5.984	0.338	B158
5.988	0.556	S579
5.988	0.342	S5010
5.988	0.176	S1055
5.992	0.964	T14228
5.992	0.531	S581
5.996	0.74	S714
5.996	0.505	H57161
5.996	0.245	NGC_3115_A7
6	0.771	S770
6	1.394	S731
6	0.591	S1113
6	0.342	R122
6	1.137	H27916
6	0.699	F8
6.004	0.301	S324
6.004	0.342	S1463
6.012	0.462	S9051
6.012	0.63	NGC_4278_GC_85
6.012	2.901	And_XXIII
6.016	1	S887
6.016	0.491	AC04
6.02	0.431	S1112
6.02	0.471	NGC_4278_GC_121
6.024	0.732	S5053
6.024	0.447	S5025
6.032	0.58	S7024
6.032	0.633	S1116
6.032	0.851	HCH99-21
6.036	0.477	S1173
6.036	1.431	90:12
6.04	0.924	H25523
6.048	0.568	S9052
6.048	1.033	HUCD61
6.052	0.602	S824
6.052	0.255	S280
6.052	0.447	NGC_4278_GC_139
6.052	2.531	Scl-MM-Dw1
6.06	0.477	S741
6.06	0.633	S1158
6.06	0.663	H21774
6.064	0.38	S1032
6.064	1.057	HCH99-2
6.064	0.672	NGC_3115_A9
6.068	0.643	S1091
6.068	1.325	NGC_4278_GC_264
6.068	0.396	NGC_3115_A4
6.072	0.778	S798
6.072	0.672	S7009
6.072	0.601	NGC_4278_GC_44
6.076	0.892	HGHH92-C11
6.076	0.591	F1
6.084	0.241	NGC_3115_A5
6.084	0.477	S1124
6.084	0.491	F7
6.088	0.519	S668
6.088	0.114	S1293
6.088	1.049	HUCD69
6.088	0.663	H52616
6.088	0.761	AC08
6.092	0.505	S1540
6.092	0.778	S1015
6.092	0.845	HGHH92-C21
6.096	0.398	S8004
6.096	0.653	F2
6.1	0.544	S1409
6.1	0.431	S1165
6.1	0.82	H38554
6.1	0.643	H30107
6.1	0.574	AC03
6.1	0.919	NGC_1316_AIMSS2
6.104	0.544	S811
6.104	0.403	B127
6.108	1.413	S672
6.108	0.431	H27136
6.112	0.387	NGC_3115_A3
6.116	0.476	NGC_3115_A6
6.116	0.31	NGC_4278_GC_47
6.116	0.582	NGC_4278_GC_10
6.12	0.58	S838
6.12	0.38	S5002
6.12	0.796	M54
6.124	0.447	H28866
6.128	0.892	H28411
6.128	1.436	acs52
6.132	0.681	S750
6.136	0.982	HUCD68
6.14	1.185	S796
6.14	1.033	HGHH92-C12
6.14	0.756	F-59
6.14	0.594	NGC_4278_GC_65
6.144	0.778	S379
6.144	0.556	H39893
6.148	0.58	H31134
6.148	0.341	NGC_4278_GC_41
6.152	0.875	S965
6.152	0.763	S809
6.152	0.615	NGC_4278_GC_25
6.152	0.5	NGC_4278_GC_115
6.156	0.643	VHH81-C3
6.156	0.555	NGC_4278_GC_91
6.164	0.505	S612
6.164	1.24	1226_1
6.164	1.562	A32
6.168	1	VHH81-C5
6.168	0.643	F-53
6.168	0.623	F-51
6.172	0.63	B338
6.176	0.756	HGHH92-C17
6.18	0.415	S941
6.184	1.567	S8005
6.184	0.716	S697
6.184	0.623	S649
6.184	0.633	S647
6.192	0.873	omega_Cen
6.192	0.531	NGC_4278_GC_72
6.196	0.633	S307
6.196	0.613	S1244
6.2	0.462	S7025
6.2	1.326	S686
6.2	0.996	H30772
6.204	0.69	S442
6.208	1.501	S8006
6.22	0.993	J67
6.228	0.944	S588
6.228	0.505	HHH86-C18
6.228	0.33	B225
6.232	0.415	S1351
6.24	0.505	S1200
6.24	1.146	HUCD46
6.24	0.602	F-34
6.244	0.447	S5001
6.244	0.699	S1309
6.244	0.491	S1265
6.244	1.676	D68
6.248	1.041	HUCD59
6.252	0.603	NGC_4278_GC_96
6.256	1.061	HUCD66
6.256	0.94	HUCD47
6.256	0.771	HCH99-15
6.26	1.422	S1629
6.264	0.863	S1479
6.264	0.929	HUCD39
6.268	0.447	S1344
6.268	1.38	HGHH92-C1
6.272	1.021	HUCD54
6.276	0.462	S7020
6.276	0.503	G001
6.276	1.162	798_1
6.276	0.503	NGC_4278_GC_78
6.292	3.1	CenA-MM-Dw1
6.296	1.528	S999
6.296	0.447	S5028
6.296	1.43	Perseus_UCD2
6.308	0.568	S490
6.312	1.316	NGC_1172_AIMSS2
6.32	0.94	S77
6.32	0.991	HUCD42
6.324	0.973	HUCD44
6.332	0.623	S645
6.336	0.477	S8007
6.336	1.158	Perseus_UCD9
6.344	0.954	S137
6.348	1.736	163400
6.352	0.643	HGHH92-C6
6.352	0.472	NGC_4278_GC_22
6.356	0.924	NGC_0821_AIMSS2
6.36	0.736	AC02
6.364	0.744	J76
6.364	1.068	Perseus_UCD1
6.368	1.417	S5065
6.368	0.518	S314
6.372	2.368	Sculptor
6.372	0.875	HGHH92-C7
6.372	0.863	F-6
6.372	1.007	CCOS_J1248.70-4118.23
6.376	0.672	S1157
6.376	0.89	CCOS_J1248.74-4118.95
6.388	1.525	S477
6.396	0.987	H36612
6.396	1.173	F-7
6.396	1	F-22
6.396	1.134	Perseus_UCD65
6.4	0.362	NGC_4494_UCD2
6.404	0.951	CCOS_J1249.99-4124.45
6.404	1.268	NGC_3115_UCD1
6.408	0.23	NGC_4494_UCD1
6.412	2.76	Cetus
6.412	1.265	Perseus_UCD17
6.428	0.74	S1019
6.428	0.879	AC07
6.432	0.614	AC05
6.436	0.785	S746
6.44	0.934	NGC_3115_AIMSS1
6.448	0.903	136205
6.448	1.35	Perseus_UCD29
6.448	1.149	NGC_3923_AIMSS3
6.452	0.519	F-17
6.452	2.605	And_VI
6.452	0.934	182204
6.456	0.771	S1093
6.46	1.56	S928
6.472	1.13	HUCD18
6.476	0.959	F-9
6.484	1.117	HUCD30
6.484	1.137	HCH99-18
6.484	0.845	H59823
6.496	0.996	UCD6
6.508	0.791	CCOS_J1250.03-4122.68
6.528	0.846	CCOS_J1248.74-4119.74
6.536	0.639	CCOS_J1248.76-4118.70
6.54	0.556	F-11
6.54	1.47	CCOS_J1248.74-4118.58
6.544	0.783	NGC_4278_GC_261
6.548	1.013	F-12
6.548	1.061	Perseus_UCD23
6.556	1.046	AC06
6.56	0.892	191006
6.568	0.747	B8
6.572	1.248	81669
6.572	3.18	N_lsb10
6.572	1.523	1632_1
6.584	1.114	UCD5
6.588	0.778	160141
6.592	0.806	NGC_1172_AIMSS1
6.596	0.519	HGHH92-C23
6.6	1.405	VUCD9
6.6	1.342	92415
6.604	1.167	S417
6.604	1.494	Perseus_UCD21
6.604	1.143	Perseus_UCD40
6.608	1.076	HUCD21
6.612	2.773	And_I
6.616	1.004	HUCD35
6.628	1.471	H55930
6.636	0.699	F-5
6.644	1.041	150880
6.644	1.097	Perseus_UCD7
6.66	0.681	161244
6.66	1.398	160583
6.672	1.009	NGC_4621_AIMSS1
6.68	1.69	Perseus_UCD60
6.684	1.274	VUCD6
6.692	1.158	1041508
6.696	1.408	HUCD14
6.696	1.268	798_2
6.704	1.114	NGC_3923_UCD2
6.704	1.512	195526
6.704	1.223	UCD4
6.716	1.4	VUCD4
6.72	1.053	NGC_1316_AIMSS1
6.728	1.494	UCD5
6.728	1.107	163575
6.732	2.348	Leo_I
6.732	1.513	1044251
6.736	1.117	Perseus_UCD19
6.74	1.29	163341
6.752	1.267	HUCD8
6.752	1.394	242857
6.752	1.297	UCD3
6.76	0.806	NGC_2768_AIMSS1
6.764	1.149	VUCD2
6.776	1.36	195614
6.78	1.061	Perseus_UCD25
6.792	1.083	VUCD1
6.796	1.188	NGC_4350_AIMSS1
6.804	1.283	VUCD5
6.804	0.787	CCOS_J1248.79-4117.15
6.808	1.35	UCD1
6.82	1.364	F-1
6.832	1.631	120985
6.848	1.114	1043225
6.852	1.47	F-24
6.852	0.826	2000005
6.856	1.167	M104_UCD1
6.864	1.204	NGC_0839_AIMSS1
6.872	1.334	S547
6.88	1.241	NGC_4565_AIMSS1
6.884	1.124	UCD2
6.892	3.022	And_II
6.896	1.422	1039188
6.904	1.09	NGC_3923_UCD1
6.904	1.354	196790
6.952	0.266	M85-HCC1
6.968	1.601	NGC_0524_AIMSS1
6.972	2.86	And_VII
6.98	2.003	VUCD7
6.992	1.583	121666
6.996	1.182	1042830
7.004	1.408	NGC_3268_AIMSS1
7.008	1.146	M60_UCD2
7.052	1.386	150000
7.068	1.938	Perseus_UCD13
7.072	2.508	VCC_941
7.092	3.188	SW2_lsb31
7.096	1.833	151072
7.108	1.407	NGC_4546_AIMSS1
7.116	1.452	1041346
7.22	1.623	M59cO
7.276	2.629	HCC-048
7.28	1.405	HUCD1
7.292	2.774	Fornax
7.308	1.945	UCD3
7.316	2.706	HCC-045
7.552	2.547	HCC-038
7.592	2.152	CcGV19b
7.62	1.409	M60_UCD1
7.672	2.844	HCC-034
7.772	1.301	M59-UCD3
7.804	1.926	NGC_1132_AIMSS1
7.832	1.887	UCD1
7.912	3.218	HCC-031
7.844	1.667	NGC_2832_AIMSS1
7.92	2.217	NGC_0703_AIMSS1
7.332	3.191	Sagittarius
7.936	3.103	HCC-030
7.936	2.555	CcGV9b
7.944	2.401	CcGV1
8	2.807	HCC-029
8	2.518	NGC_7014_AIMSS1
8.012	2.805	PGC_032348
8.04	2.783	HCC-028
8.06	2.894	HCC-027
8.084	2.813	NGC_147
8.092	3.008	VCC_846
8.132	2.895	HCC-026
8.132	2.843	HCC-025
8.136	2.593	NGC_4309A
8.136	2.937	IC_3490
8.14	1.935	ESO_383_G076_AIMSS1
8.144	2.763	NGC_185
8.16	2.446	C-1-21
8.172	2.828	HCC-024
8.172	2.961	HCC-023
8.188	2.822	IC_3437
8.192	1.881	NGC_1128_AIMSS1
8.212	2.751	HCC-022
8.252	2.445	VCC_1199
8.252	3.029	HCC-021
8.272	2.405	CcGV19a
8.28	2.967	VCC_1948
8.292	2.894	VCC_1993
8.3	2.477	NGC_3268_cE1
8.308	2.928	IC_3602
8.32	2.882	IC_3101
8.332	3.178	VCC_1661
8.364	3.022	VCC_1886
8.372	3.544	DF44
8.404	3.033	HCC-020
8.408	2.85	VCC_452
8.42	3.203	VCC_1185
8.424	2.892	NGC_205
8.428	3.031	IC_3349
8.444	2.681	IC_3492
8.448	3.293	VCC_1539
8.448	2.812	IC_3519
8.452	2.957	IC_3779
8.452	2.734	IC_3633
8.46	2.816	NGC_4366
8.476	3.096	IC_3635
8.48	2.866	IC_3032
8.488	2.501	VCC_1627
8.492	3.218	VCC_871
8.5	3.087	IC_3457
8.52	3.114	IC_3383
8.528	2.781	VCC_1947
8.532	2.352	CG_A1689_2
8.54	2.914	VCC_1895
8.544	3.233	IC_3647
8.544	2.946	IC_3025
8.548	2.053	NGC_221
8.552	2.899	IC_3487
8.552	2.987	HCC-019
8.552	2.788	FS90_165
8.572	2.955	IC_3461
8.576	2.946	IC_3612
8.576	2.398	ACO2634_J233829.31+270225.1
8.584	3.04	VCC_571
8.592	3.016	VCC_200
8.604	2.636	SDSS_J133842.45+311457.0
8.608	2.643	ACO0189_J012326.58+014230.3
8.616	2.945	IC_3509
8.62	2.866	VCC_1049
8.632	2.491	ACO0189_J012325.96+014236.2
8.644	2.798	IC_798
8.664	2.964	IC_3292
8.668	3.002	HCC-018
8.676	3.036	HCC-017
8.692	2.464	NGC_5846cE
8.7	2.796	IC_3658
8.708	3.048	VCC_1254
8.72	2.824	HCC-016
8.724	2.782	VCC_1833
8.728	3.345	IC_3442
8.736	3.141	IC_3735
8.752	2.769	NGC_4467
8.752	2.576	NGC_1272cE
8.772	2.301	ACO1656_J125923.41+275510.4
8.78	2.899	IC_3501
8.788	2.874	NGC_4436
8.8	2.519	ACO0160_J011300.24+152921.5
8.804	2.76	CcGV9a
8.808	3.277	IC_3586
8.808	3.106	IC_3328
8.812	2.568	CG_A1689_1
8.816	2.902	IC_3470
8.832	3.129	IC_3652
8.84	2.844	HCC-015
8.844	2.617	LEDA_3126625
8.86	3.152	VCC_543
8.86	2.686	SDSS_J075140.40+501102.6
8.872	2.814	ESO_383_G076_AIMSS2
8.876	2.871	IC_3065
8.884	2.995	IC_809
8.884	2.748	IC_3653
8.892	2.845	FS90_208
8.968	3.199	IC_3381
8.972	2.494	NGC_0741_AIMSS1
8.976	3.421	IC_3019
8.98	2.992	IC_3773
8.98	2.87	IC_3344
8.984	3.312	VCC_437
8.996	2.696	HCC-014
9.008	2.899	IC_794
9.012	2.297	NGC_4486B
9.012	3.053	LEDA_074886
9.016	2.415	cE2
9.028	2.505	ACO0779_J091947.87+334604.8
9.036	2.621	C-1-10
9.04	2.531	ACO3526_J124853.91-411905.8
9.04	2.574	NGC_2832_cE
9.044	2.633	ACO0160_J011258.85+152855.3
9.072	3.22	IC_3468
9.076	2.686	NGC_1128_AIMSS2
9.108	2.672	ACO2634_J233825.48+270150.1
9.108	2.667	CGCG_036-042
9.112	2.544	ACO2052_J151641.28+070006.1
9.12	2.477	ACO3562_J133340.86-314008.3
9.128	2.748	ACO0160_J011257.62+152821.1
9.132	2.672	A496cE
9.144	2.708	2MASX_J16053723+1424418
9.16	2.623	ACO0400_J025744.50+060202.2
9.168	2.505	ACO0496_J043336.12-131442.5
9.188	3.219	NGC_4482
9.188	2.78	HCC-013
9.204	2.79	PGC_038205
9.224	2.591	cE1
9.252	2.643	ACO3558_J132758.71-312937.5
9.268	2.69	ACO1177_J110947.06+214648.6
9.292	2.713	NGC_5846A
9.3	2.881	NGC_4515
9.312	3.097	NGC_4352
9.316	2.696	NGC_4464
9.328	2.591	ACO0397_J025631.27+155531.2
9.32	2.698	cE0
9.332	3.191	NGC_4479
9.348	2.792	ACO0397_J025629.35+155533.0
9.36	2.691	NGC_4486A
9.372	3.076	NGC_4623
9.392	2.99	NGC_4452
9.436	3.237	HCC-011
9.444	3.194	NGC_4458
9.452	3.25	NGC_4431
9.456	2.934	NGC_4387
9.46	3.051	NGC_4483
9.472	2.648	NGC_4377
9.484	2.763	NGC_2892cE
9.488	2.93	NGC_4434
9.512	2.805	NGC_4528
9.52	3.048	HCC-010
9.524	3.032	NGC_4551
9.548	3.113	NGC_4476
9.548	2.813	ACO2040_J151250.26+072621.9
9.552	3.314	HCC-009
9.56	2.568	ACO0496_J043338.55-131549.5
9.604	3.236	NGC_3605
9.608	3.429	NGC_4489
9.608	3.209	NGC_3641
9.608	3.227	HCC-007
9.652	2.672	ACO1656_J125942.30+275529.0
9.656	3.052	NGC_4379
9.656	2.708	HCC-006
9.66	2.918	NGC_4550
9.66	3.128	NGC_4474
9.664	2.798	NGC_4267
9.712	2.872	NGC_4262
9.744	3.23	NGC_4340
9.752	2.973	NGC_4478
9.768	3.126	HCC-005
9.816	3.302	NGC_4612
9.816	2.986	NGC_4417
9.832	3.052	NGC_4638
9.836	3.382	NGC_4578
9.852	3.02	NGC_4762
9.86	2.901	NGC_4660
9.884	2.878	NGC_4570
9.896	3.103	NGC_4564
9.912	2.966	NGC_4350
9.992	2.8	NGC_5845
10.012	3.331	NGC_4371
10.088	3.348	NGC_4754
10.088	3.341	NGC_3377
10.096	3.427	NGC_3818
10.12	3.096	NGC_4442
10.128	3.744	NGC_3156
10.132	3.104	NGC_4742
10.164	3.153	NGC_4473
10.192	3.363	NGC_4459
10.232	3.369	NGC_4278
10.268	3.547	NGC_3608
10.344	3.444	NGC_3193
10.388	3.356	NGC_3379
10.4	3.619	NGC_5831
10.444	3.796	NGC_1439
10.476	3.42	NGC_4291
10.476	3.738	NGC_1379
10.556	3.458	NGC_5576
10.56	3.562	NGC_636
10.568	3.647	HCC-002
10.58	3.838	M89
10.628	3.97	M59
10.632	3.555	NGC_3904
10.656	3.983	NGC_4365
10.66	3.658	NGC_1549
10.672	3.639	NGC_3640
10.716	3.697	NGC_4494
10.724	3.816	NGC_3607
10.748	3.723	NGC_1052
10.752	3.388	NGC_3610
10.756	3.667	NGC_3613
10.78	3.987	NGC_4168
10.8	3.87	NGC_4589
10.804	3.924	NGC_6909
10.804	3.537	NGC_1404
10.824	3.795	NGC_2974
10.832	3.922	NGC_821
10.832	3.996	NGC_4636
10.868	3.692	NGC_7507
10.884	4.091	M84
10.9	4.123	M85
10.908	4.537	HCC-001
10.916	3.876	NGC_4697
10.92	3.836	NGC_1395
10.924	3.902	M60
10.948	3.737	NGC_1399
10.968	3.84	NGC_720
10.972	3.905	NGC_2300
10.992	3.724	NGC_584
11.012	3.796	IC_1459
11.02	4.01	NGC_6411
11.024	3.889	NGC_4261
11.04	4.137	M87
11.068	4.11	NGC_5846
11.088	4.041	NGC_1407
11.1	3.861	NGC_5322
11.136	4.003	NGC_3091
11.14	4.533	M86
11.204	4.023	NGC_7785
11.208	4.228	M49
11.212	3.735	NGC_1700
11.24	4.049	NGC_4125
11.276	4.137	NGC_7626
11.276	4.067	NGC_7619
11.336	4.001	NGC_3557
11.372	4.134	NGC_777
11.484	4.286	IC_4296
11.588	4.36	NGC_1600
11.632	4.326	NGC_4889
11.776	4.486	NGC_315
