,0,1
0,18.0,0.0
1,17.979899497487438,0.010084033613445377
2,17.959798994974875,0.020168067226890754
3,17.939698492462313,0.03025210084033613
4,17.91959798994975,0.04033613445378151
5,17.899497487437184,0.050420168067226885
6,17.87939698492462,0.06050420168067226
7,17.85929648241206,0.07058823529411765
8,17.839195979899497,0.08067226890756302
9,17.819095477386934,0.09075630252100839
10,17.798994974874372,0.10084033613445377
11,17.77889447236181,0.11092436974789915
12,17.758793969849247,0.12100840336134452
13,17.738693467336685,0.1310924369747899
14,17.718592964824122,0.1411764705882353
15,17.698492462311556,0.15126050420168066
16,17.678391959798994,0.16134453781512603
17,17.65829145728643,0.1714285714285714
18,17.63819095477387,0.18151260504201677
19,17.618090452261306,0.19159663865546217
20,17.597989949748744,0.20168067226890754
21,17.57788944723618,0.2117647058823529
22,17.55778894472362,0.2218487394957983
23,17.537688442211056,0.23193277310924368
24,17.517587939698494,0.24201680672268905
25,17.49748743718593,0.25210084033613445
26,17.477386934673365,0.2621848739495798
27,17.457286432160803,0.2722689075630252
28,17.43718592964824,0.2823529411764706
29,17.417085427135678,0.2924369747899159
30,17.396984924623116,0.3025210084033613
31,17.376884422110553,0.31260504201680667
32,17.35678391959799,0.32268907563025206
33,17.33668341708543,0.33277310924369746
34,17.316582914572866,0.3428571428571428
35,17.2964824120603,0.3529411764705882
36,17.276381909547737,0.36302521008403354
37,17.256281407035175,0.37310924369747894
38,17.236180904522612,0.38319327731092434
39,17.21608040201005,0.3932773109243697
40,17.195979899497488,0.4033613445378151
41,17.175879396984925,0.4134453781512605
42,17.155778894472363,0.4235294117647058
43,17.1356783919598,0.4336134453781512
44,17.115577889447238,0.4436974789915966
45,17.09547738693467,0.45378151260504196
46,17.07537688442211,0.46386554621848736
47,17.055276381909547,0.4739495798319327
48,17.035175879396984,0.4840336134453781
49,17.015075376884422,0.4941176470588235
50,16.99497487437186,0.5042016806722689
51,16.974874371859297,0.5142857142857142
52,16.954773869346734,0.5243697478991596
53,16.934673366834172,0.534453781512605
54,16.91457286432161,0.5445378151260504
55,16.894472361809044,0.5546218487394957
56,16.87437185929648,0.5647058823529412
57,16.85427135678392,0.5747899159663865
58,16.834170854271356,0.5848739495798319
59,16.814070351758794,0.5949579831932772
60,16.79396984924623,0.6050420168067226
61,16.77386934673367,0.615126050420168
62,16.753768844221106,0.6252100840336133
63,16.733668341708544,0.6352941176470588
64,16.71356783919598,0.6453781512605041
65,16.693467336683415,0.6554621848739495
66,16.673366834170853,0.6655462184873949
67,16.65326633165829,0.6756302521008403
68,16.633165829145728,0.6857142857142856
69,16.613065326633166,0.6957983193277311
70,16.592964824120603,0.7058823529411764
71,16.57286432160804,0.7159663865546217
72,16.55276381909548,0.7260504201680671
73,16.532663316582916,0.7361344537815125
74,16.512562814070353,0.7462184873949579
75,16.492462311557787,0.7563025210084032
76,16.472361809045225,0.7663865546218487
77,16.452261306532662,0.776470588235294
78,16.4321608040201,0.7865546218487394
79,16.412060301507537,0.7966386554621848
80,16.391959798994975,0.8067226890756302
81,16.371859296482413,0.8168067226890755
82,16.35175879396985,0.826890756302521
83,16.331658291457288,0.8369747899159663
84,16.311557788944725,0.8470588235294116
